latitude,longitude,elevation,time
41.301769,-96.163274,364.9,2024-11-16T17:55:47
41.279457,-96.164536,342.3,2024-11-16T16:38:46
41.292875,-96.157949,373,2024-11-16T17:48:11
41.28704,-96.160984,365.4,2024-11-16T16:32:58
41.289976,-96.157974,382.2,2024-11-16T17:46:27
41.251588,-96.165492,335.9,2024-11-16T17:01:29
41.249429,-96.164229,336.3,2024-11-16T17:03:10
41.25506,-96.15253,350,2024-11-16T17:12:49
41.248634,-96.162702,343.3,2024-11-16T17:04:13
41.249074,-96.163366,338.9,2024-11-16T17:03:44
41.287169,-96.160848,365.9,2024-11-16T16:32:53
41.297876,-96.158257,368.5,2024-11-16T16:20:38
41.252125,-96.165716,336.5,2024-11-16T17:01:09
41.24869,-96.163048,342.9,2024-11-16T17:04:02
41.281189,-96.157833,369.8,2024-11-16T17:40:42
41.265651,-96.174312,337.1,2024-11-16T16:49:29
41.266906,-96.173898,338.2,2024-11-16T16:48:44
41.299312,-96.162928,376.6,2024-11-16T16:17:27
41.265566,-96.15682,367.9,2024-11-16T17:30:56
41.290506,-96.158337,380.9,2024-11-16T16:26:05
41.297651,-96.159532,374.4,2024-11-16T16:20:00
41.302387,-96.166838,378.7,2024-11-16T16:13:46
41.258783,-96.15095,357,2024-11-16T17:15:50
41.302018,-96.163389,364.6,2024-11-16T17:56:09
41.264846,-96.155302,377.1,2024-11-16T17:30:11
41.260131,-96.150529,360.7,2024-11-16T17:16:54
41.279903,-96.157889,360.1,2024-11-16T17:39:36
41.263933,-96.153122,380.9,2024-11-16T17:22:58
41.248652,-96.161831,343.8,2024-11-16T17:04:40
41.298707,-96.162851,378.5,2024-11-16T16:17:52
41.251864,-96.154308,344.8,2024-11-16T17:10:12
41.297979,-96.158276,368.6,2024-11-16T16:20:34
41.276613,-96.157865,352.4,2024-11-16T17:37:27
41.296268,-96.157972,368.8,2024-11-16T17:50:32
41.252124,-96.166969,335.7,2024-11-16T17:00:29
41.250379,-96.154267,343.8,2024-11-16T17:09:20
41.280713,-96.164823,344,2024-11-16T16:37:16
41.277789,-96.15778,348.5,2024-11-16T17:38:03
41.256219,-96.171146,335.6,2024-11-16T16:56:22
41.276667,-96.168299,340.3,2024-11-16T16:41:47
41.278792,-96.157907,352,2024-11-16T17:38:37
41.285962,-96.161409,360.5,2024-11-16T16:33:47
41.255042,-96.170457,336,2024-11-16T16:57:07
41.302397,-96.164104,365.9,2024-11-16T17:57:24
41.260292,-96.150514,361.2,2024-11-16T17:17:04
41.263726,-96.148742,382.4,2024-11-16T17:20:15
41.286676,-96.16129,364,2024-11-16T16:33:11
41.264392,-96.152743,383.8,2024-11-16T17:22:38
41.297519,-96.161031,377.1,2024-11-16T16:19:19
41.277041,-96.167865,340.9,2024-11-16T16:41:13
41.288895,-96.157986,382.8,2024-11-16T17:45:51
41.288505,-96.159902,375.9,2024-11-16T16:31:32
41.279835,-96.165089,341.5,2024-11-16T16:37:58
41.26874,-96.157888,376.9,2024-11-16T17:33:08
41.297119,-96.158013,368.5,2024-11-16T17:50:57
41.282172,-96.157957,375.5,2024-11-16T17:41:34
41.289057,-96.158833,381.1,2024-11-16T16:30:26
41.293412,-96.15832,374.4,2024-11-16T16:23:20
41.26349,-96.154141,374,2024-11-16T17:23:33
41.294483,-96.158301,373.3,2024-11-16T16:22:41
41.292251,-96.15792,377.5,2024-11-16T17:47:52
41.253152,-96.15322,350.2,2024-11-16T17:11:20
41.255685,-96.152295,351.3,2024-11-16T17:13:11
41.290404,-96.157999,381.7,2024-11-16T17:46:43
41.248716,-96.157941,351.3,2024-11-16T17:06:45
41.254663,-96.152866,349.2,2024-11-16T17:12:26
41.296909,-96.15827,368.1,2024-11-16T16:21:13
41.275244,-96.169322,339.6,2024-11-16T16:42:44
41.259274,-96.170836,337.3,2024-11-16T16:54:17
41.288506,-96.159268,378.5,2024-11-16T16:31:15
41.274363,-96.169961,339.1,2024-11-16T16:43:19
41.252095,-96.167017,335.6,2024-11-16T17:00:26
41.264421,-96.152613,383.8,2024-11-16T17:22:35
41.259934,-96.150566,360,2024-11-16T17:16:40
41.277051,-96.157875,350.3,2024-11-16T17:37:41
41.25474,-96.152812,349.5,2024-11-16T17:12:32
41.265589,-96.174301,337.1,2024-11-16T16:49:31
41.264374,-96.151464,385.2,2024-11-16T17:22:00
41.283053,-96.157885,378.8,2024-11-16T17:42:20
41.261613,-96.149163,371.5,2024-11-16T17:18:20
41.291067,-96.157961,380.1,2024-11-16T17:47:04
41.300372,-96.166202,375.5,2024-11-16T16:15:34
41.297869,-96.159121,372.2,2024-11-16T16:20:13
41.285883,-96.161429,360,2024-11-16T16:33:51
41.28914,-96.158669,381.4,2024-11-16T16:27:02
41.272166,-96.170634,338.9,2024-11-16T16:44:38
41.255114,-96.152493,350.2,2024-11-16T17:12:51
41.282197,-96.163937,346.6,2024-11-16T16:36:22
41.302487,-96.163421,364.2,2024-11-16T17:56:47
41.252248,-96.16587,336.6,2024-11-16T17:01:03
41.276643,-96.157864,352.2,2024-11-16T17:37:28
41.248699,-96.157639,350.8,2024-11-16T17:06:52
41.249972,-96.154682,342.2,2024-11-16T17:08:58
41.26449,-96.155326,375.6,2024-11-16T17:29:58
41.300867,-96.160443,365.5,2024-11-16T17:54:05
41.29402,-96.157978,372.9,2024-11-16T17:49:25
41.259569,-96.150687,358.6,2024-11-16T17:16:19
41.282046,-96.157937,375,2024-11-16T17:41:23
41.300366,-96.165965,374.3,2024-11-16T16:15:40
41.277972,-96.157884,348.6,2024-11-16T17:38:09
41.263044,-96.148514,382.4,2024-11-16T17:19:50
41.261303,-96.149646,366.6,2024-11-16T17:18:00
41.252003,-96.167246,335.3,2024-11-16T17:00:13
41.251295,-96.165505,335.4,2024-11-16T17:01:40
41.301063,-96.16233,372,2024-11-16T17:55:03
41.301741,-96.16694,381.2,2024-11-16T16:14:08
41.260777,-96.171617,336.7,2024-11-16T16:53:15
41.288637,-96.157999,383.1,2024-11-16T17:45:41
41.277336,-96.167738,340.6,2024-11-16T16:40:48
41.271084,-96.1579,371.2,2024-11-16T17:34:27
41.264202,-96.155462,374.6,2024-11-16T17:29:46
41.299587,-96.158339,368.3,2024-11-16T17:52:30
41.278651,-96.1667,340.3,2024-11-16T16:39:50
41.274865,-96.157903,360.7,2024-11-16T17:36:30
41.270828,-96.157887,372.3,2024-11-16T17:34:20
41.279476,-96.157882,356.8,2024-11-16T17:39:18
41.266165,-96.157965,370.1,2024-11-16T17:31:39
41.248672,-96.156372,346.1,2024-11-16T17:07:25
41.257894,-96.170992,334.9,2024-11-16T16:55:06
41.257657,-96.17101,335.5,2024-11-16T16:55:21
41.253144,-96.169015,337.1,2024-11-16T16:59:02
41.289452,-96.158011,382.2,2024-11-16T17:46:09
41.250895,-96.165525,334.9,2024-11-16T17:01:54
41.297848,-96.159152,372.4,2024-11-16T16:20:12
41.302374,-96.163353,364.3,2024-11-16T17:56:37
41.248674,-96.159767,350.4,2024-11-16T17:05:43
41.277278,-96.167769,340.9,2024-11-16T16:40:52
41.294946,-96.157948,372.7,2024-11-16T17:49:52
41.296959,-96.158009,368.5,2024-11-16T17:50:52
41.30234,-96.163353,364.3,2024-11-16T17:56:34
41.248666,-96.156104,345,2024-11-16T17:07:31
41.252361,-96.166712,336.3,2024-11-16T17:00:42
41.253709,-96.169465,339.8,2024-11-16T16:58:40
41.30086,-96.160955,369,2024-11-16T17:54:21
41.250243,-96.15441,343.2,2024-11-16T17:09:13
41.278003,-96.166869,340,2024-11-16T16:40:12
41.298213,-96.162894,378.4,2024-11-16T16:18:13
41.254247,-96.153398,348.4,2024-11-16T17:11:59
41.266089,-96.17437,337,2024-11-16T16:49:15
41.263533,-96.153488,377.6,2024-11-16T17:23:19
41.298518,-96.158317,369.1,2024-11-16T17:51:53
41.287235,-96.157963,383.4,2024-11-16T17:44:44
41.261722,-96.172147,336.3,2024-11-16T16:52:18
41.250535,-96.165305,334.7,2024-11-16T17:02:09
41.300505,-96.167288,381.3,2024-11-16T16:15:05
41.249508,-96.164444,335.7,2024-11-16T17:03:03
41.258807,-96.150933,357.1,2024-11-16T17:15:51
41.258133,-96.151254,355.8,2024-11-16T17:15:25
41.284763,-96.162094,355.9,2024-11-16T16:34:35
41.266028,-96.157961,369.6,2024-11-16T17:31:35
41.271767,-96.171194,338.4,2024-11-16T16:44:58
41.254478,-96.1534,348.8,2024-11-16T17:12:07
41.260202,-96.150523,360.9,2024-11-16T17:16:59
41.274336,-96.169987,339.1,2024-11-16T16:43:20
41.290031,-96.158011,382.2,2024-11-16T17:46:29
41.274672,-96.157887,361.7,2024-11-16T17:36:23
41.273647,-96.170388,339.4,2024-11-16T16:43:45
41.279898,-96.165384,341.6,2024-11-16T16:37:50
41.256636,-96.152488,353.1,2024-11-16T17:13:52
41.303247,-96.167725,378.5,2024-11-16T16:13:10
41.281813,-96.157868,373.7,2024-11-16T17:41:07
41.28475,-96.157946,382,2024-11-16T17:43:19
41.298477,-96.162856,378.5,2024-11-16T16:18:02
41.280587,-96.157947,365.2,2024-11-16T17:40:08
41.256406,-96.152404,352.6,2024-11-16T17:13:36
41.301269,-96.167145,383.7,2024-11-16T16:14:26
41.272517,-96.170641,339.1,2024-11-16T16:44:26
41.267347,-96.157911,374.7,2024-11-16T17:32:22
41.260684,-96.17164,336.6,2024-11-16T16:53:21
41.284358,-96.157961,381.5,2024-11-16T17:43:06
41.26356,-96.153104,379.4,2024-11-16T17:23:10
41.282007,-96.157935,374.8,2024-11-16T17:41:21
41.27484,-96.169611,339.5,2024-11-16T16:43:00
41.286269,-96.157978,382.7,2024-11-16T17:44:10
41.281841,-96.164063,345.5,2024-11-16T16:36:33
41.30037,-96.15833,364.6,2024-11-16T17:52:54
41.269212,-96.157873,377.1,2024-11-16T17:33:25
41.269002,-96.157871,377.1,2024-11-16T17:33:17
41.271961,-96.171063,338.6,2024-11-16T16:44:51
41.293928,-96.157969,373,2024-11-16T17:49:21
41.289039,-96.15877,381.3,2024-11-16T16:30:28
41.272815,-96.157931,367.4,2024-11-16T17:35:23
41.264994,-96.173918,337.2,2024-11-16T16:49:53
41.263898,-96.172866,337.1,2024-11-16T16:50:58
41.249572,-96.164627,335.3,2024-11-16T17:02:57
41.281668,-96.164206,345,2024-11-16T16:36:40
41.25156,-96.165483,335.9,2024-11-16T17:01:30
41.256622,-96.171286,335.5,2024-11-16T16:56:08
41.265362,-96.174187,337.1,2024-11-16T16:49:39
41.296396,-96.158318,368.8,2024-11-16T16:21:30
41.259467,-96.150715,358.4,2024-11-16T17:16:14
41.252848,-96.153278,351.8,2024-11-16T17:11:07
41.264446,-96.173068,337.8,2024-11-16T16:50:27
41.26195,-96.172183,336.4,2024-11-16T16:52:10
41.286034,-96.161411,360.8,2024-11-16T16:33:45
41.299305,-96.162915,376.7,2024-11-16T16:17:28
41.254124,-96.15344,348.1,2024-11-16T17:11:55
41.300857,-96.159303,360.8,2024-11-16T17:53:35
41.264209,-96.150554,383.5,2024-11-16T17:21:11
41.253403,-96.153214,348.6,2024-11-16T17:11:28
41.279512,-96.157892,357.1,2024-11-16T17:39:19
41.28294,-96.157892,378.4,2024-11-16T17:42:16
41.274832,-96.1579,360.9,2024-11-16T17:36:29
41.276543,-96.168394,340,2024-11-16T16:41:54
41.25829,-96.151194,356.1,2024-11-16T17:15:32
41.282665,-96.163518,348.4,2024-11-16T16:36:01
41.280035,-96.157911,361.1,2024-11-16T17:39:41
41.257322,-96.171122,335.8,2024-11-16T16:55:43
41.272722,-96.157939,367.6,2024-11-16T17:35:20
41.263488,-96.154017,374.5,2024-11-16T17:23:29
41.248682,-96.163038,343,2024-11-16T17:04:03
41.279743,-96.157887,358.8,2024-11-16T17:39:29
41.248691,-96.157135,349.2,2024-11-16T17:07:05
41.29747,-96.160389,376.4,2024-11-16T16:19:36
41.270333,-96.157875,374.6,2024-11-16T17:34:03
41.259216,-96.150751,357.9,2024-11-16T17:16:06
41.3024,-96.164062,365.7,2024-11-16T17:57:22
41.300334,-96.158335,364.8,2024-11-16T17:52:53
41.299988,-96.15833,366.6,2024-11-16T17:52:42
41.258543,-96.151098,356.6,2024-11-16T17:15:41
41.300858,-96.15926,360.8,2024-11-16T17:53:34
41.286108,-96.161372,361.1,2024-11-16T16:33:40
41.287065,-96.160963,365.5,2024-11-16T16:32:57
41.298752,-96.1583,369.2,2024-11-16T17:52:01
41.261096,-96.150145,364.6,2024-11-16T17:17:39
41.254504,-96.170093,336.6,2024-11-16T16:57:29
41.299325,-96.158359,369.2,2024-11-16T17:52:21
41.260791,-96.171613,336.7,2024-11-16T16:53:14
41.27721,-96.157837,349.7,2024-11-16T17:37:45
41.248661,-96.16175,344,2024-11-16T17:04:44
41.299377,-96.163762,373.7,2024-11-16T16:17:03
41.257981,-96.151237,355.5,2024-11-16T17:15:18
41.302319,-96.166826,378.8,2024-11-16T16:13:49
41.301974,-96.163392,364.7,2024-11-16T17:56:06
41.288338,-96.158019,383.2,2024-11-16T17:45:21
41.256474,-96.152439,352.7,2024-11-16T17:13:41
41.254039,-96.153466,347.9,2024-11-16T17:11:52
41.271197,-96.171499,338.6,2024-11-16T16:45:26
41.248636,-96.16238,343.4,2024-11-16T17:04:22
41.252542,-96.168575,335.3,2024-11-16T16:59:24
41.249959,-96.154683,342.2,2024-11-16T17:08:57
41.253111,-96.153213,350.5,2024-11-16T17:11:18
41.282416,-96.163662,347.5,2024-11-16T16:36:12
41.273971,-96.170189,339.1,2024-11-16T16:43:33
41.265836,-96.174354,337.1,2024-11-16T16:49:23
41.253478,-96.169313,339.2,2024-11-16T16:58:48
41.259461,-96.170947,337.3,2024-11-16T16:54:10
41.299207,-96.162844,377.2,2024-11-16T16:17:32
41.274788,-96.169641,339.4,2024-11-16T16:43:02
41.256431,-96.152419,352.6,2024-11-16T17:13:38
41.297516,-96.160108,376,2024-11-16T16:19:44
41.292437,-96.157931,373.5,2024-11-16T17:47:57
41.265452,-96.174232,337.1,2024-11-16T16:49:36
41.248697,-96.15813,351.6,2024-11-16T17:06:39
41.256918,-96.152527,353.5,2024-11-16T17:14:11
41.254448,-96.153402,348.7,2024-11-16T17:12:06
41.253042,-96.153199,351,2024-11-16T17:11:15
41.30232,-96.163346,364.3,2024-11-16T17:56:32
41.254575,-96.17015,336.4,2024-11-16T16:57:26
41.248674,-96.160418,348.9,2024-11-16T17:05:24
41.262594,-96.148376,381.3,2024-11-16T17:19:32
41.259431,-96.170908,337.3,2024-11-16T16:54:11
41.275632,-96.157893,357.3,2024-11-16T17:36:53
41.282143,-96.163971,346.4,2024-11-16T16:36:24
41.258928,-96.150859,357.4,2024-11-16T17:15:56
41.282512,-96.157926,376.9,2024-11-16T17:41:59
41.248683,-96.159649,350.7,2024-11-16T17:05:48
41.271738,-96.171209,338.4,2024-11-16T16:44:59
41.260761,-96.17162,336.7,2024-11-16T16:53:16
41.303098,-96.167524,378.6,2024-11-16T16:13:18
41.296045,-96.157947,369.5,2024-11-16T17:50:24
41.276821,-96.168149,340.6,2024-11-16T16:41:34
41.258612,-96.170968,336.4,2024-11-16T16:54:41
41.297881,-96.161916,378.6,2024-11-16T16:18:46
41.300087,-96.158343,365.9,2024-11-16T17:52:45
41.29414,-96.158301,373.6,2024-11-16T16:22:54
41.259776,-96.171294,336.1,2024-11-16T16:53:55
41.25138,-96.154572,343.5,2024-11-16T17:09:55
41.282445,-96.163642,347.6,2024-11-16T16:36:11
41.298957,-96.158307,369.3,2024-11-16T17:52:08
41.291828,-96.157912,378.6,2024-11-16T17:47:29
41.293114,-96.157928,372.8,2024-11-16T17:48:19
41.248679,-96.161625,344.2,2024-11-16T17:04:49
41.2793,-96.165705,341.2,2024-11-16T16:39:17
41.274285,-96.15787,363.6,2024-11-16T17:36:09
41.28495,-96.157935,382.1,2024-11-16T17:43:26
41.296171,-96.157959,369,2024-11-16T17:50:29
41.259803,-96.150598,359.5,2024-11-16T17:16:30
41.300929,-96.158491,361.5,2024-11-16T17:53:14
41.293547,-96.15831,374.2,2024-11-16T16:23:16
41.284271,-96.157978,381.5,2024-11-16T17:43:03
41.297804,-96.16167,378.3,2024-11-16T16:18:54
41.252157,-96.166929,335.8,2024-11-16T17:00:31
41.261542,-96.149378,370,2024-11-16T17:18:13
41.288957,-96.158304,382.8,2024-11-16T16:30:42
41.277205,-96.167747,341.2,2024-11-16T16:40:58
41.262036,-96.14851,376.5,2024-11-16T17:18:56
41.279448,-96.164616,342.2,2024-11-16T16:38:48
41.252731,-96.168719,335.7,2024-11-16T16:59:17
41.285308,-96.15799,382.1,2024-11-16T17:43:38
41.302037,-96.163387,364.6,2024-11-16T17:56:11
41.253905,-96.169603,339.1,2024-11-16T16:58:26
41.29576,-96.158303,370.4,2024-11-16T16:21:52
41.253002,-96.168926,336.5,2024-11-16T16:59:07
41.273343,-96.170519,339.4,2024-11-16T16:43:57
41.301908,-96.163387,364.8,2024-11-16T17:56:01
41.295171,-96.158311,372.4,2024-11-16T16:22:14
41.249144,-96.163508,338.3,2024-11-16T17:03:39
41.279447,-96.164892,341.5,2024-11-16T16:38:55
41.293992,-96.157978,372.9,2024-11-16T17:49:24
41.268155,-96.173915,337.8,2024-11-16T16:48:00
41.259619,-96.150669,358.8,2024-11-16T17:16:21
41.276642,-96.168313,340.2,2024-11-16T16:41:49
41.251956,-96.167416,335.2,2024-11-16T17:00:04
41.267094,-96.157921,373.8,2024-11-16T17:32:12
41.258372,-96.170992,336,2024-11-16T16:54:49
41.282458,-96.157933,376.7,2024-11-16T17:41:55
41.289043,-96.158586,381.7,2024-11-16T16:30:33
41.297221,-96.158016,368.5,2024-11-16T17:51:00
41.252539,-96.153887,347.4,2024-11-16T17:10:45
41.286071,-96.161407,360.9,2024-11-16T16:33:42
41.28854,-96.159084,379.2,2024-11-16T16:31:10
41.271942,-96.171094,338.6,2024-11-16T16:44:52
41.262523,-96.148329,381,2024-11-16T17:19:28
41.255623,-96.152303,351.3,2024-11-16T17:13:09
41.28023,-96.165103,342.7,2024-11-16T16:37:34
41.25952,-96.150707,358.5,2024-11-16T17:16:17
41.268553,-96.173662,337.9,2024-11-16T16:47:40
41.274619,-96.157884,362,2024-11-16T17:36:21
41.301686,-96.16698,381.3,2024-11-16T16:14:10
41.253808,-96.169523,339.6,2024-11-16T16:58:34
41.26979,-96.17233,339,2024-11-16T16:46:30
41.295064,-96.158306,372.6,2024-11-16T16:22:18
41.264943,-96.155315,377.2,2024-11-16T17:30:14
41.30092,-96.158543,361.4,2024-11-16T17:53:15
41.252477,-96.153964,346.9,2024-11-16T17:10:42
41.258315,-96.171,335.9,2024-11-16T16:54:51
41.300324,-96.165657,372.8,2024-11-16T16:15:47
41.248637,-96.162592,343.3,2024-11-16T17:04:16
41.254541,-96.170125,336.5,2024-11-16T16:57:27
41.295854,-96.157975,370.3,2024-11-16T17:50:19
41.265936,-96.157967,369.3,2024-11-16T17:31:32
41.287587,-96.161302,367.1,2024-11-16T16:32:34
41.297672,-96.159464,374.1,2024-11-16T16:20:02
41.264104,-96.149879,379.7,2024-11-16T17:20:54
41.280494,-96.164936,343.9,2024-11-16T16:37:23
41.30324,-96.167711,378.5,2024-11-16T16:13:11
41.271131,-96.17159,338.6,2024-11-16T16:45:33
41.262807,-96.148443,381.9,2024-11-16T17:19:40
41.2888,-96.158816,380.8,2024-11-16T16:30:59
41.299585,-96.164842,372.1,2024-11-16T16:16:24
41.267026,-96.157926,373.5,2024-11-16T17:32:10
41.278517,-96.157922,350.3,2024-11-16T17:38:27
41.269955,-96.172271,339,2024-11-16T16:46:24
41.270817,-96.171785,338.8,2024-11-16T16:45:53
41.257115,-96.152142,353.9,2024-11-16T17:14:36
41.254642,-96.152968,349,2024-11-16T17:12:20
41.283595,-96.162786,352.7,2024-11-16T16:35:26
41.248668,-96.159034,351.7,2024-11-16T17:06:15
41.279525,-96.157896,357.2,2024-11-16T17:39:20
41.294441,-96.158301,373.3,2024-11-16T16:22:42
41.25786,-96.151284,355.4,2024-11-16T17:15:13
41.290741,-96.157994,381.1,2024-11-16T17:46:54
41.274705,-96.169703,339.4,2024-11-16T16:43:05
41.269051,-96.157848,377.1,2024-11-16T17:33:19
41.25561,-96.152306,351.2,2024-11-16T17:13:08
41.256722,-96.171292,335.5,2024-11-16T16:56:05
41.263683,-96.153092,379.8,2024-11-16T17:23:06
41.275109,-96.157848,359.5,2024-11-16T17:36:38
41.300518,-96.167176,380.9,2024-11-16T16:15:08
41.279889,-96.164677,341.8,2024-11-16T16:38:19
41.254522,-96.153359,348.9,2024-11-16T17:12:09
41.300901,-96.15881,361,2024-11-16T17:53:22
41.265457,-96.156265,369.2,2024-11-16T17:30:44
41.282912,-96.157897,378.4,2024-11-16T17:42:15
41.300873,-96.160374,365,2024-11-16T17:54:03
41.290491,-96.15799,381.6,2024-11-16T17:46:46
41.249418,-96.164209,336.4,2024-11-16T17:03:11
41.295486,-96.157956,371.6,2024-11-16T17:50:09
41.257219,-96.171165,335.8,2024-11-16T16:55:47
41.256497,-96.152445,352.8,2024-11-16T17:13:43
41.264375,-96.172964,337.9,2024-11-16T16:50:34
41.288375,-96.158017,383.2,2024-11-16T17:45:22
41.300948,-96.167288,385.1,2024-11-16T16:14:39
41.295635,-96.157963,371.1,2024-11-16T17:50:13
41.26412,-96.149954,379.8,2024-11-16T17:20:56
41.277345,-96.167735,340.5,2024-11-16T16:40:47
41.260483,-96.171692,336.4,2024-11-16T16:53:29
41.269989,-96.172261,339,2024-11-16T16:46:22
41.276271,-96.157889,354.2,2024-11-16T17:37:16
41.253203,-96.169063,337.5,2024-11-16T16:59:00
41.300371,-96.166244,375.7,2024-11-16T16:15:33
41.279615,-96.157891,357.9,2024-11-16T17:39:24
41.289721,-96.158297,381.9,2024-11-16T16:26:32
41.276815,-96.168155,340.6,2024-11-16T16:41:35
41.257787,-96.17102,335,2024-11-16T16:55:11
41.26016,-96.150525,360.8,2024-11-16T17:16:56
41.261167,-96.149975,365.1,2024-11-16T17:17:48
41.264854,-96.173785,337.2,2024-11-16T16:49:59
41.263562,-96.155454,372.9,2024-11-16T17:24:05
41.261988,-96.148591,375.8,2024-11-16T17:18:50
41.286387,-96.157968,382.8,2024-11-16T17:44:15
41.270271,-96.157872,374.9,2024-11-16T17:34:01
41.298608,-96.158318,369.1,2024-11-16T17:51:56
41.264876,-96.173807,337.2,2024-11-16T16:49:58
41.266712,-96.174095,337.7,2024-11-16T16:48:54
41.264245,-96.172879,337.8,2024-11-16T16:50:45
41.290218,-96.158345,381.3,2024-11-16T16:26:15
41.300211,-96.158343,365.4,2024-11-16T17:52:49
41.299692,-96.164802,371.9,2024-11-16T16:16:20
41.251411,-96.154567,343.6,2024-11-16T17:09:56
41.297872,-96.161885,378.6,2024-11-16T16:18:47
41.290073,-96.158327,381.5,2024-11-16T16:26:20
41.303366,-96.167932,378.4,2024-11-16T16:13:04
41.268682,-96.1736,337.9,2024-11-16T16:47:30
41.296635,-96.158323,368.4,2024-11-16T16:21:22
41.299363,-96.163064,375.9,2024-11-16T16:17:23
41.24869,-96.161179,345.6,2024-11-16T17:05:02
41.249385,-96.164135,336.6,2024-11-16T17:03:15
41.272569,-96.170621,339.1,2024-11-16T16:44:23
41.263573,-96.155525,372.8,2024-11-16T17:24:07
41.259961,-96.17147,335.9,2024-11-16T16:53:48
41.265296,-96.15562,374.7,2024-11-16T17:30:27
41.265894,-96.174367,337.1,2024-11-16T16:49:21
41.26343,-96.148653,382.4,2024-11-16T17:20:04
41.297974,-96.15887,371.1,2024-11-16T16:20:20
41.252302,-96.165989,336.7,2024-11-16T17:01:00
41.252647,-96.153681,349.1,2024-11-16T17:10:51
41.273622,-96.170404,339.4,2024-11-16T16:43:46
41.276839,-96.168133,340.6,2024-11-16T16:41:33
41.279855,-96.164561,341.9,2024-11-16T16:38:25
41.268809,-96.173538,338,2024-11-16T16:47:20
41.271026,-96.1579,371.4,2024-11-16T17:34:26
41.268245,-96.173853,337.7,2024-11-16T16:47:57
41.26427,-96.150823,384.2,2024-11-16T17:21:24
41.292445,-96.158327,377.7,2024-11-16T16:24:02
41.284448,-96.162233,355.9,2024-11-16T16:34:45
41.257538,-96.171046,335.8,2024-11-16T16:55:30
41.283393,-96.162998,351.6,2024-11-16T16:35:34
41.295707,-96.157965,370.8,2024-11-16T17:50:14
41.25521,-96.170602,335.9,2024-11-16T16:57:00
41.258201,-96.171019,335.6,2024-11-16T16:54:54
41.284487,-96.162224,355.8,2024-11-16T16:34:44
41.291712,-96.158298,378.4,2024-11-16T16:25:22
41.255938,-96.152271,351.7,2024-11-16T17:13:19
41.289037,-96.158751,381.3,2024-11-16T16:30:29
41.26848,-96.173691,337.8,2024-11-16T16:47:45
41.24868,-96.15748,350.3,2024-11-16T17:06:56
41.28566,-96.158001,382.3,2024-11-16T17:43:50
41.264107,-96.148965,384,2024-11-16T17:20:29
41.283026,-96.157881,378.7,2024-11-16T17:42:19
41.250373,-96.165247,334.7,2024-11-16T17:02:21
41.248663,-96.160098,349.5,2024-11-16T17:05:33
41.301447,-96.167024,382.4,2024-11-16T16:14:18
41.264399,-96.151907,385.3,2024-11-16T17:22:16
41.295888,-96.157978,370.1,2024-11-16T17:50:20
41.252251,-96.166835,336,2024-11-16T17:00:36
41.273435,-96.157894,366.5,2024-11-16T17:35:43
41.276067,-96.157935,355.2,2024-11-16T17:37:09
41.297611,-96.158297,368.1,2024-11-16T16:20:47
41.298148,-96.162909,378.4,2024-11-16T16:18:16
41.258102,-96.151259,355.7,2024-11-16T17:15:23
41.260699,-96.171635,336.6,2024-11-16T16:53:20
41.248672,-96.1604,348.9,2024-11-16T17:05:25
41.254215,-96.169829,337.5,2024-11-16T16:57:58
41.288854,-96.157987,382.9,2024-11-16T17:45:50
41.297191,-96.158297,368,2024-11-16T16:21:02
41.272702,-96.170599,339.1,2024-11-16T16:44:19
41.276942,-96.168009,340.7,2024-11-16T16:41:24
41.289518,-96.15829,382.1,2024-11-16T16:26:39
41.269428,-96.172615,338.8,2024-11-16T16:46:44
41.268746,-96.173585,338,2024-11-16T16:47:26
41.264772,-96.17368,337.3,2024-11-16T16:50:03
41.252365,-96.154062,346.2,2024-11-16T17:10:36
41.29365,-96.157907,373,2024-11-16T17:48:36
41.281692,-96.157836,373,2024-11-16T17:41:00
41.266405,-96.174281,337.2,2024-11-16T16:49:05
41.264721,-96.155308,376.6,2024-11-16T17:30:06
41.302455,-96.163878,365,2024-11-16T17:57:10
41.274092,-96.157891,364.4,2024-11-16T17:36:03
41.266261,-96.174352,337.1,2024-11-16T16:49:10
41.264371,-96.151319,385.1,2024-11-16T17:21:52
41.277167,-96.167734,341.2,2024-11-16T16:41:01
41.265778,-96.158006,368.7,2024-11-16T17:31:27
41.259838,-96.150593,359.7,2024-11-16T17:16:32
41.284078,-96.162367,357.1,2024-11-16T16:35:02
41.28567,-96.161679,358,2024-11-16T16:34:01
41.248851,-96.15467,342,2024-11-16T17:08:11
41.258231,-96.151213,356,2024-11-16T17:15:29
41.289828,-96.15798,382.1,2024-11-16T17:46:22
41.256874,-96.152532,353.5,2024-11-16T17:14:08
41.272026,-96.170934,338.7,2024-11-16T16:44:47
41.258479,-96.151124,356.4,2024-11-16T17:15:39
41.263522,-96.153282,378.7,2024-11-16T17:23:15
41.259913,-96.171425,335.9,2024-11-16T16:53:50
41.301597,-96.162773,365.1,2024-11-16T17:55:24
41.292706,-96.158368,376.7,2024-11-16T16:23:53
41.302471,-96.163478,364.2,2024-11-16T17:56:49
41.260443,-96.171693,336.4,2024-11-16T16:53:31
41.286998,-96.157955,383.3,2024-11-16T17:44:36
41.26804,-96.173951,337.8,2024-11-16T16:48:05
41.273574,-96.17043,339.4,2024-11-16T16:43:48
