latitude,longitude,elevation,time
41.258877,-96.150888,357.3,2024-11-16T17:15:53
41.300863,-96.161074,369.8,2024-11-16T17:54:24
41.271775,-96.157919,369.1,2024-11-16T17:34:50
41.297642,-96.161318,377.5,2024-11-16T16:19:10
41.256004,-96.15228,351.8,2024-11-16T17:13:22
41.271803,-96.157924,369,2024-11-16T17:34:51
41.297685,-96.15943,373.9,2024-11-16T16:20:03
41.290441,-96.158342,381,2024-11-16T16:26:07
41.277373,-96.167732,340.4,2024-11-16T16:40:45
41.283548,-96.16282,352.5,2024-11-16T16:35:27
41.272217,-96.170597,338.9,2024-11-16T16:44:36
41.30177,-96.163191,364.9,2024-11-16T17:55:43
41.286138,-96.161359,361.2,2024-11-16T16:33:38
41.251242,-96.165518,335.3,2024-11-16T17:01:42
41.276012,-96.157946,355.4,2024-11-16T17:37:06
41.286166,-96.161351,361.3,2024-11-16T16:33:36
41.266056,-96.157963,369.7,2024-11-16T17:31:36
41.286812,-96.157955,383.1,2024-11-16T17:44:30
41.293381,-96.1579,372.9,2024-11-16T17:48:27
41.273503,-96.157886,366.3,2024-11-16T17:35:45
41.284916,-96.162043,356.2,2024-11-16T16:34:30
41.275143,-96.15784,359.3,2024-11-16T17:36:39
41.3009,-96.158668,361.1,2024-11-16T17:53:18
41.291256,-96.158318,378.9,2024-11-16T16:25:38
41.249371,-96.164094,336.7,2024-11-16T17:03:17
41.252059,-96.167085,335.5,2024-11-16T17:00:22
41.291136,-96.157962,379.9,2024-11-16T17:47:06
41.297751,-96.16158,378.1,2024-11-16T16:18:59
41.285409,-96.161904,357,2024-11-16T16:34:12
41.267462,-96.15788,375,2024-11-16T17:32:26
41.279844,-96.164539,341.9,2024-11-16T16:38:27
41.248681,-96.157327,349.9,2024-11-16T17:07:00
41.295304,-96.158323,372.1,2024-11-16T16:22:09
41.2977,-96.161431,377.8,2024-11-16T16:19:06
41.280094,-96.157923,361.5,2024-11-16T17:39:44
41.260858,-96.150435,363.4,2024-11-16T17:17:25
41.256025,-96.171057,335.6,2024-11-16T16:56:30
41.283917,-96.162468,356,2024-11-16T16:35:12
41.302479,-96.163697,364.5,2024-11-16T17:57:00
41.280303,-96.165002,343,2024-11-16T16:37:30
41.301153,-96.162423,370.8,2024-11-16T17:55:07
41.266285,-96.157963,370.6,2024-11-16T17:31:44
41.248648,-96.161848,343.8,2024-11-16T17:04:39
41.299375,-96.163812,373.6,2024-11-16T16:17:02
41.250468,-96.154332,343.8,2024-11-16T17:09:23
41.288522,-96.160663,372.5,2024-11-16T16:31:51
41.300862,-96.161089,369.9,2024-11-16T17:54:25
41.261993,-96.148582,375.9,2024-11-16T17:18:51
41.303135,-96.167576,378.7,2024-11-16T16:13:16
41.290275,-96.158003,381.9,2024-11-16T17:46:38
41.298946,-96.162861,378.3,2024-11-16T16:17:42
41.24866,-96.160277,349.2,2024-11-16T17:05:28
41.273312,-96.157919,366.7,2024-11-16T17:35:39
41.294765,-96.15832,373,2024-11-16T16:22:30
41.269027,-96.173157,338.3,2024-11-16T16:47:04
41.277613,-96.167625,339.6,2024-11-16T16:40:37
41.27948,-96.165189,341,2024-11-16T16:39:03
41.285779,-96.161505,359.1,2024-11-16T16:33:55
41.261914,-96.172188,336.4,2024-11-16T16:52:11
41.302005,-96.166815,380.2,2024-11-16T16:13:59
41.261958,-96.148637,375.4,2024-11-16T17:18:47
41.279061,-96.166188,340.8,2024-11-16T16:39:32
41.287018,-96.161005,365.4,2024-11-16T16:32:59
41.302097,-96.166812,379.8,2024-11-16T16:13:56
41.249382,-96.154571,342.2,2024-11-16T17:08:31
41.264226,-96.150672,384.1,2024-11-16T17:21:16
41.301506,-96.162656,366.5,2024-11-16T17:55:19
41.248652,-96.160843,347,2024-11-16T17:05:12
41.289251,-96.157979,382.4,2024-11-16T17:46:03
41.300274,-96.158339,365.1,2024-11-16T17:52:51
41.28925,-96.159263,380.4,2024-11-16T16:30:14
41.277755,-96.157769,348.5,2024-11-16T17:38:02
41.290716,-96.158353,380.5,2024-11-16T16:25:57
41.261007,-96.150373,363.9,2024-11-16T17:17:31
41.286148,-96.157982,382.6,2024-11-16T17:44:05
41.26764,-96.157851,375.4,2024-11-16T17:32:32
41.257656,-96.151393,355,2024-11-16T17:15:06
41.258897,-96.170917,336.7,2024-11-16T16:54:31
41.285381,-96.161915,357,2024-11-16T16:34:13
41.288208,-96.161396,368.8,2024-11-16T16:32:13
41.264358,-96.155434,375,2024-11-16T17:29:52
41.300863,-96.161006,369.3,2024-11-16T17:54:22
41.297662,-96.159498,374.2,2024-11-16T16:20:01
41.281911,-96.157918,374.3,2024-11-16T17:41:14
41.249188,-96.163611,338,2024-11-16T17:03:35
41.269763,-96.172336,339,2024-11-16T16:46:31
41.248727,-96.154774,342.1,2024-11-16T17:08:04
41.264374,-96.151336,385.2,2024-11-16T17:21:53
41.277587,-96.167652,339.6,2024-11-16T16:40:38
41.26125,-96.171755,336.5,2024-11-16T16:52:37
41.256539,-96.171292,335.5,2024-11-16T16:56:11
41.271172,-96.171531,338.6,2024-11-16T16:45:28
41.248659,-96.160222,349.3,2024-11-16T17:05:30
41.265621,-96.17431,337.1,2024-11-16T16:49:30
41.302485,-96.163758,364.7,2024-11-16T17:57:03
41.289582,-96.158034,382.1,2024-11-16T17:46:13
41.269063,-96.157846,377.1,2024-11-16T17:33:20
41.26827,-96.17383,337.7,2024-11-16T16:47:56
41.29783,-96.159181,372.6,2024-11-16T16:20:11
41.287142,-96.160878,365.8,2024-11-16T16:32:54
41.257087,-96.152452,353.7,2024-11-16T17:14:24
41.300804,-96.167459,385.5,2024-11-16T16:14:47
41.264116,-96.155453,374.1,2024-11-16T17:29:42
41.248659,-96.16179,343.9,2024-11-16T17:04:42
41.280464,-96.16494,343.8,2024-11-16T16:37:25
41.248671,-96.156302,345.8,2024-11-16T17:07:26
41.279286,-96.165742,341.2,2024-11-16T16:39:18
41.275606,-96.169041,339.8,2024-11-16T16:42:31
41.27673,-96.157861,351.8,2024-11-16T17:37:30
41.29746,-96.160769,376.8,2024-11-16T16:19:26
41.266195,-96.157969,370.2,2024-11-16T17:31:41
41.2576,-96.171025,335.7,2024-11-16T16:55:24
41.293896,-96.157963,373,2024-11-16T17:49:20
41.280927,-96.164714,344.2,2024-11-16T16:37:08
41.248688,-96.158166,351.6,2024-11-16T17:06:38
41.299375,-96.163104,375.7,2024-11-16T16:17:22
41.302732,-96.167018,378.7,2024-11-16T16:13:35
41.300445,-96.166777,378.7,2024-11-16T16:15:19
41.29938,-96.163892,373.3,2024-11-16T16:16:59
41.248638,-96.162826,343.3,2024-11-16T17:04:09
41.248671,-96.158724,351.8,2024-11-16T17:06:23
41.259646,-96.150661,358.9,2024-11-16T17:16:22
41.264147,-96.150111,380,2024-11-16T17:21:00
41.252224,-96.168352,334.9,2024-11-16T16:59:36
41.292623,-96.158349,377,2024-11-16T16:23:55
41.297001,-96.158302,368,2024-11-16T16:21:09
41.263396,-96.148632,382.4,2024-11-16T17:20:03
41.272038,-96.170897,338.7,2024-11-16T16:44:46
41.295595,-96.158308,371.1,2024-11-16T16:21:58
41.273277,-96.170502,339.4,2024-11-16T16:43:59
41.268719,-96.173596,338,2024-11-16T16:47:28
41.275571,-96.157899,357.6,2024-11-16T17:36:52
41.251823,-96.165588,336.2,2024-11-16T17:01:20
41.26013,-96.171599,336,2024-11-16T16:53:42
41.264269,-96.155448,374.7,2024-11-16T17:29:48
41.287548,-96.161255,367,2024-11-16T16:32:36
41.270759,-96.171813,338.9,2024-11-16T16:45:55
41.260635,-96.171662,336.5,2024-11-16T16:53:23
41.292416,-96.158326,377.8,2024-11-16T16:24:03
41.25928,-96.150745,358,2024-11-16T17:16:08
41.296366,-96.158316,368.8,2024-11-16T16:21:31
41.276796,-96.157853,351.5,2024-11-16T17:37:33
41.279859,-96.164903,341.7,2024-11-16T16:38:08
41.282362,-96.157927,376.3,2024-11-16T17:41:48
41.268885,-96.157887,377.1,2024-11-16T17:33:13
41.300357,-96.165837,373.6,2024-11-16T16:15:43
41.283496,-96.162867,352.2,2024-11-16T16:35:30
41.28226,-96.15792,375.9,2024-11-16T17:41:40
41.248673,-96.16095,346.5,2024-11-16T17:05:08
41.248669,-96.155194,342.4,2024-11-16T17:07:54
41.291466,-96.158315,378.6,2024-11-16T16:25:31
41.260982,-96.171577,336.7,2024-11-16T16:53:00
41.28917,-96.159119,380.6,2024-11-16T16:30:18
41.271298,-96.171423,338.5,2024-11-16T16:45:17
41.299374,-96.164028,372.7,2024-11-16T16:16:55
41.279889,-96.157888,359.9,2024-11-16T17:39:35
41.248661,-96.156063,344.8,2024-11-16T17:07:33
41.279835,-96.164473,341.9,2024-11-16T16:38:31
41.292954,-96.157948,372.9,2024-11-16T17:48:14
41.274002,-96.157877,364.8,2024-11-16T17:36:00
41.270425,-96.15788,374.2,2024-11-16T17:34:06
41.253454,-96.169294,339.1,2024-11-16T16:58:50
41.299461,-96.16495,372.3,2024-11-16T16:16:29
41.297323,-96.158302,368,2024-11-16T16:20:58
41.301962,-96.16339,364.7,2024-11-16T17:56:05
41.294539,-96.158313,373.3,2024-11-16T16:22:39
41.30161,-96.162814,365.1,2024-11-16T17:55:25
41.27995,-96.165437,341.8,2024-11-16T16:37:47
41.277552,-96.157758,348.7,2024-11-16T17:37:56
41.302067,-96.163387,364.6,2024-11-16T17:56:13
41.263779,-96.17285,337,2024-11-16T16:51:02
41.263531,-96.153439,377.9,2024-11-16T17:23:18
41.257195,-96.151882,354.2,2024-11-16T17:14:44
41.302471,-96.163386,364.3,2024-11-16T17:56:45
41.294939,-96.15832,372.8,2024-11-16T16:22:24
41.267871,-96.15784,376,2024-11-16T17:32:40
41.300489,-96.166915,379.5,2024-11-16T16:15:15
41.248662,-96.161731,344,2024-11-16T17:04:45
41.257201,-96.15187,354.2,2024-11-16T17:14:45
41.25196,-96.167376,335.2,2024-11-16T17:00:06
41.254646,-96.152956,349.1,2024-11-16T17:12:21
41.264831,-96.173761,337.2,2024-11-16T16:50:00
41.264614,-96.173417,337.4,2024-11-16T16:50:12
41.268858,-96.157895,377.1,2024-11-16T17:33:12
41.271482,-96.171303,338.4,2024-11-16T16:45:08
41.281147,-96.157837,369.5,2024-11-16T17:40:40
41.248669,-96.161692,344.1,2024-11-16T17:04:46
41.281168,-96.164479,344.3,2024-11-16T16:36:58
41.268608,-96.173628,337.9,2024-11-16T16:47:36
41.275351,-96.169267,339.7,2024-11-16T16:42:41
41.302706,-96.166992,378.6,2024-11-16T16:13:36
41.253521,-96.169347,339.4,2024-11-16T16:58:47
41.275989,-96.157933,355.5,2024-11-16T17:37:05
41.252512,-96.153913,347.2,2024-11-16T17:10:43
41.254264,-96.153396,348.4,2024-11-16T17:12:00
41.302433,-96.163948,365.2,2024-11-16T17:57:14
41.278429,-96.166756,340.2,2024-11-16T16:39:58
41.248689,-96.159622,350.8,2024-11-16T17:05:49
41.293306,-96.158335,374.6,2024-11-16T16:23:25
41.265227,-96.174114,337.1,2024-11-16T16:49:44
41.298846,-96.162855,378.5,2024-11-16T16:17:47
41.263626,-96.153093,379.6,2024-11-16T17:23:08
41.252243,-96.154109,345.9,2024-11-16T17:10:27
41.297187,-96.158019,368.5,2024-11-16T17:50:59
41.289082,-96.157946,382.6,2024-11-16T17:45:58
41.278928,-96.157928,352.9,2024-11-16T17:38:45
41.295181,-96.15798,372.3,2024-11-16T17:50:00
41.282033,-96.157936,374.9,2024-11-16T17:41:22
41.282001,-96.164044,345.9,2024-11-16T16:36:29
41.261249,-96.149766,365.7,2024-11-16T17:17:55
41.297766,-96.159265,373.1,2024-11-16T16:20:08
41.250366,-96.154269,343.8,2024-11-16T17:09:19
41.248996,-96.154689,342.2,2024-11-16T17:08:15
41.268735,-96.173591,338,2024-11-16T16:47:27
41.291592,-96.158309,378.4,2024-11-16T16:25:27
41.269149,-96.15787,377.1,2024-11-16T17:33:23
41.253525,-96.153202,348,2024-11-16T17:11:32
41.294409,-96.157948,372.9,2024-11-16T17:49:37
41.279897,-96.164732,341.8,2024-11-16T16:38:16
41.302759,-96.167046,378.7,2024-11-16T16:13:34
41.251225,-96.154567,343.4,2024-11-16T17:09:49
41.279339,-96.157872,355.8,2024-11-16T17:39:12
41.26396,-96.172873,337.2,2024-11-16T16:50:56
41.255305,-96.15239,350.7,2024-11-16T17:12:57
41.281488,-96.157848,371.8,2024-11-16T17:40:52
41.300398,-96.166464,376.9,2024-11-16T16:15:27
41.278267,-96.157892,349.2,2024-11-16T17:38:19
41.291614,-96.157908,378.6,2024-11-16T17:47:22
41.29747,-96.157975,368.4,2024-11-16T17:51:08
41.288503,-96.160097,375,2024-11-16T16:31:37
41.254469,-96.17004,336.7,2024-11-16T16:57:33
41.28848,-96.161048,370.9,2024-11-16T16:32:00
41.27162,-96.171254,338.4,2024-11-16T16:45:03
41.25738,-96.171114,335.9,2024-11-16T16:55:41
41.258112,-96.171037,335.4,2024-11-16T16:54:58
41.248671,-96.155079,342.3,2024-11-16T17:07:57
41.248685,-96.159368,351.3,2024-11-16T17:06:03
41.280879,-96.164747,344.2,2024-11-16T16:37:09
41.249342,-96.164019,336.9,2024-11-16T17:03:21
41.265533,-96.174274,337.1,2024-11-16T16:49:33
41.300516,-96.167196,381,2024-11-16T16:15:07
41.266431,-96.157961,371.1,2024-11-16T17:31:50
41.300962,-96.162188,373.4,2024-11-16T17:54:58
41.278367,-96.157893,349.5,2024-11-16T17:38:22
41.260185,-96.171633,336.1,2024-11-16T16:53:40
41.262749,-96.172718,337.2,2024-11-16T16:51:39
41.29019,-96.158018,382,2024-11-16T17:46:35
41.261256,-96.149752,365.7,2024-11-16T17:17:56
41.253229,-96.16908,337.6,2024-11-16T16:58:59
41.25052,-96.154344,343.7,2024-11-16T17:09:26
41.276026,-96.168721,339.8,2024-11-16T16:42:15
41.284132,-96.157971,381.3,2024-11-16T17:42:58
41.289366,-96.158917,380.4,2024-11-16T16:27:12
41.263032,-96.14851,382.4,2024-11-16T17:19:49
41.302447,-96.163529,364.2,2024-11-16T17:56:52
41.26387,-96.153112,380.6,2024-11-16T17:23:00
41.297546,-96.1611,377.2,2024-11-16T16:19:17
41.256295,-96.152342,352.3,2024-11-16T17:13:31
41.26491,-96.155308,377.2,2024-11-16T17:30:13
41.300859,-96.161913,373.8,2024-11-16T17:54:49
41.288133,-96.158016,383.3,2024-11-16T17:45:13
41.264682,-96.17354,337.3,2024-11-16T16:50:08
41.250827,-96.165503,334.9,2024-11-16T17:01:56
41.26784,-96.157839,375.9,2024-11-16T17:32:39
41.261153,-96.171644,336.6,2024-11-16T16:52:46
41.297712,-96.159364,373.6,2024-11-16T16:20:05
41.292777,-96.157937,373.1,2024-11-16T17:48:07
41.252343,-96.166743,336.2,2024-11-16T17:00:41
41.258812,-96.170933,336.6,2024-11-16T16:54:34
41.257124,-96.15208,354,2024-11-16T17:14:37
41.300858,-96.160641,366.9,2024-11-16T17:54:11
41.276178,-96.157897,354.6,2024-11-16T17:37:13
41.275473,-96.169168,339.8,2024-11-16T16:42:36
41.288559,-96.157991,383.1,2024-11-16T17:45:35
41.302444,-96.163914,365.1,2024-11-16T17:57:12
41.283165,-96.15791,379.1,2024-11-16T17:42:23
41.278213,-96.166802,340.1,2024-11-16T16:40:05
41.261087,-96.150174,364.5,2024-11-16T17:17:37
41.272877,-96.157931,367.3,2024-11-16T17:35:25
41.249083,-96.16338,338.8,2024-11-16T17:03:43
41.275313,-96.157833,358.8,2024-11-16T17:36:44
41.248663,-96.160909,346.7,2024-11-16T17:05:10
41.288508,-96.160305,374.1,2024-11-16T16:31:42
41.288988,-96.15832,382.7,2024-11-16T16:30:40
41.302028,-96.163388,364.6,2024-11-16T17:56:10
41.248665,-96.155273,342.6,2024-11-16T17:07:52
41.248668,-96.159439,351.1,2024-11-16T17:05:59
41.26378,-96.153101,380.2,2024-11-16T17:23:02
41.298921,-96.162859,378.4,2024-11-16T16:17:43
41.290057,-96.158022,382.1,2024-11-16T17:46:30
41.279734,-96.164415,342,2024-11-16T16:38:35
41.261137,-96.150025,364.9,2024-11-16T17:17:45
41.267203,-96.157896,374.2,2024-11-16T17:32:17
41.268829,-96.157899,377,2024-11-16T17:33:11
41.266927,-96.157932,373,2024-11-16T17:32:07
41.249304,-96.154594,342.3,2024-11-16T17:08:28
41.254676,-96.170205,336.3,2024-11-16T16:57:22
41.248632,-96.162642,343.3,2024-11-16T17:04:15
41.299334,-96.162985,376.4,2024-11-16T16:17:25
41.287621,-96.157994,383.6,2024-11-16T17:44:57
41.297912,-96.162012,378.7,2024-11-16T16:18:44
41.26912,-96.173016,338.5,2024-11-16T16:46:59
41.256747,-96.152524,353.3,2024-11-16T17:13:59
41.264449,-96.152419,384.1,2024-11-16T17:22:30
41.264326,-96.172901,337.9,2024-11-16T16:50:40
41.260261,-96.150515,361.1,2024-11-16T17:17:03
41.282519,-96.163594,347.9,2024-11-16T16:36:08
41.260876,-96.171582,336.7,2024-11-16T16:53:08
41.276908,-96.168054,340.7,2024-11-16T16:41:27
41.278851,-96.157909,352.4,2024-11-16T17:38:40
41.252587,-96.153794,348.2,2024-11-16T17:10:48
41.265612,-96.157585,368,2024-11-16T17:31:14
41.254559,-96.153207,348.9,2024-11-16T17:12:13
41.248654,-96.160794,347.2,2024-11-16T17:05:13
41.280825,-96.164772,344.1,2024-11-16T16:37:12
41.266622,-96.174142,337.4,2024-11-16T16:48:57
41.272477,-96.170633,339.1,2024-11-16T16:44:27
41.252415,-96.166405,336.6,2024-11-16T17:00:50
41.254549,-96.153243,348.9,2024-11-16T17:12:12
41.248656,-96.160724,347.6,2024-11-16T17:05:15
41.251063,-96.154552,343.3,2024-11-16T17:09:44
41.283998,-96.1624,356.9,2024-11-16T16:35:07
41.249212,-96.163673,337.8,2024-11-16T17:03:34
41.263902,-96.153112,380.8,2024-11-16T17:22:59
41.248701,-96.154882,342.2,2024-11-16T17:08:02
41.278656,-96.157916,351.1,2024-11-16T17:38:32
41.281248,-96.164428,344.4,2024-11-16T16:36:55
41.276581,-96.157859,352.5,2024-11-16T17:37:26
41.264401,-96.152701,383.8,2024-11-16T17:22:37
41.267242,-96.173882,338.2,2024-11-16T16:48:31
41.28014,-96.157923,361.8,2024-11-16T17:39:45
41.257392,-96.171117,335.9,2024-11-16T16:55:40
41.262481,-96.148299,380.8,2024-11-16T17:19:27
41.275347,-96.157842,358.6,2024-11-16T17:36:45
41.292771,-96.158377,376.5,2024-11-16T16:23:50
41.265199,-96.174094,337.1,2024-11-16T16:49:45
41.263711,-96.155553,372.4,2024-11-16T17:24:12
41.258494,-96.170986,336.2,2024-11-16T16:54:45
41.275736,-96.16893,339.9,2024-11-16T16:42:26
41.261165,-96.171657,336.6,2024-11-16T16:52:45
41.263211,-96.14856,382.5,2024-11-16T17:19:56
41.266376,-96.157956,370.9,2024-11-16T17:31:48
41.264367,-96.151208,385.1,2024-11-16T17:21:46
41.254324,-96.153395,348.5,2024-11-16T17:12:02
41.279605,-96.157892,357.8,2024-11-16T17:39:23
41.27455,-96.157881,362.3,2024-11-16T17:36:19
41.288363,-96.161291,369.7,2024-11-16T16:32:07
41.249253,-96.16377,337.6,2024-11-16T17:03:30
41.291146,-96.158311,379.3,2024-11-16T16:25:42
41.297651,-96.161333,377.6,2024-11-16T16:19:09
